|dates|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cherokee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|23.0|0|1.0|0|0.0|0
0|2020-05-18|24.0|0|1.0|0|0.0|0
0|2020-05-19|25.0|0|2.0|0|0.0|0
0|2020-05-20|25.0|0|2.0|0|0.0|0
0|2020-05-21|25.0|0|2.0|0|0.0|0
0|2020-05-22|26.0|0|2.0|0|0.0|0
0|2020-05-23|26.0|0|2.0|0|0.0|0
