|dates|Clay_Florida_UnitedStates.JHU_ConfirmedCases.data|Clay_Florida_UnitedStates.JHU_ConfirmedCases.missing|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|357.0|0|27.0|0|0.0|0
0|2020-05-25|362.0|0|27.0|0|0.0|0
0|2020-05-26|362.0|0|27.0|0|0.0|0
