|dates|Chambers_Texas_UnitedStates.JHU_ConfirmedCases.data|Chambers_Texas_UnitedStates.JHU_ConfirmedCases.missing|Chambers_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Chambers_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Chambers_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Chambers_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|53.0|0|0.0|0|0.0|0
0|2020-05-18|53.0|0|0.0|0|0.0|0
0|2020-05-19|55.0|0|0.0|0|0.0|0
0|2020-05-20|58.0|0|0.0|0|0.0|0
0|2020-05-21|58.0|0|0.0|0|0.0|0
0|2020-05-22|58.0|0|0.0|0|0.0|0
0|2020-05-23|58.0|0|0.0|0|0.0|0
