|dates|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedCases.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Shiawassee_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|225.0|0|20.0|0|0.0|0
0|2020-05-18|227.0|0|20.0|0|0.0|0
0|2020-05-19|235.0|0|21.0|0|0.0|0
0|2020-05-20|246.0|0|21.0|0|0.0|0
0|2020-05-21|249.0|0|22.0|0|0.0|0
0|2020-05-22|247.0|0|22.0|0|0.0|0
0|2020-05-23|247.0|0|22.0|0|0.0|0
