|dates|Nobles_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Nobles_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Nobles_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Nobles_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1488.0|0|3.0|0|0.0|0
0|2020-05-28|1488.0|0|3.0|0|0.0|0
0|2020-05-29|1488.0|0|3.0|0|0.0|0
0|2020-05-30|1488.0|0|3.0|0|0.0|0
