|dates|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|83.0|0|11.0|0|0.0|0
0|2020-05-25|90.0|0|11.0|0|0.0|0
0|2020-05-26|90.0|0|11.0|0|0.0|0
