|dates|ElPaso_Colorado_UnitedStates.JHU_ConfirmedCases.data|ElPaso_Colorado_UnitedStates.JHU_ConfirmedCases.missing|ElPaso_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|ElPaso_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|ElPaso_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|ElPaso_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1314.0|0|83.0|0|0.0|0
0|2020-05-18|1348.0|0|83.0|0|0.0|0
0|2020-05-19|1357.0|0|84.0|0|0.0|0
0|2020-05-20|1386.0|0|88.0|0|0.0|0
0|2020-05-21|1428.0|0|88.0|0|0.0|0
0|2020-05-22|1460.0|0|88.0|0|0.0|0
0|2020-05-23|1460.0|0|88.0|0|0.0|0
