|dates|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|16.0|0|0.0|0|0.0|0
0|2020-05-28|16.0|0|0.0|0|0.0|0
0|2020-05-29|16.0|0|0.0|0|0.0|0
0|2020-05-30|16.0|0|0.0|0|0.0|0
