|dates|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.data|Taney_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Taney_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Taney_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|14.0|0|2.0|0|0.0|0
0|2020-05-25|14.0|0|2.0|0|0.0|0
0|2020-05-26|14.0|0|2.0|0|0.0|0
