|dates|Hamilton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2523.0|0|131.0|0|0.0|0
0|2020-05-28|2523.0|0|131.0|0|0.0|0
0|2020-05-29|2523.0|0|131.0|0|0.0|0
0|2020-05-30|2523.0|0|131.0|0|0.0|0
