|dates|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|70.0|0|1.0|0|0.0|0
0|2020-05-15|73.0|0|1.0|0|0.0|0
0|2020-05-16|73.0|0|1.0|0|0.0|0
