|dates|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Mifflin_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|0.0|0|0.0|0
0|2020-05-18|57.0|0|1.0|0|0.0|0
0|2020-05-19|57.0|0|1.0|0|0.0|0
0|2020-05-20|57.0|0|1.0|0|0.0|0
0|2020-05-21|57.0|0|1.0|0|0.0|0
0|2020-05-22|57.0|0|1.0|0|0.0|0
0|2020-05-23|57.0|0|1.0|0|0.0|0
