|dates|Caldwell_Texas_UnitedStates.JHU_ConfirmedCases.data|Caldwell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Caldwell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Caldwell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Caldwell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Caldwell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|0.0|0|0.0|0
0|2020-05-18|36.0|0|0.0|0|0.0|0
0|2020-05-19|39.0|0|0.0|0|0.0|0
0|2020-05-20|39.0|0|0.0|0|0.0|0
0|2020-05-21|41.0|0|0.0|0|0.0|0
0|2020-05-22|41.0|0|0.0|0|0.0|0
0|2020-05-23|41.0|0|0.0|0|0.0|0
