|dates|Daggett_Utah_UnitedStates.JHU_ConfirmedCases.data|Daggett_Utah_UnitedStates.JHU_ConfirmedCases.missing|Daggett_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Daggett_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Daggett_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Daggett_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5792.0|0|63.0|0|0.0|0
0|2020-05-15|5792.0|0|63.0|0|0.0|0
0|2020-05-16|5792.0|0|63.0|0|0.0|0
