|dates|Utah_Utah_UnitedStates.JHU_ConfirmedCases.data|Utah_Utah_UnitedStates.JHU_ConfirmedCases.missing|Utah_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Utah_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Utah_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Utah_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1497.0|0|11.0|0|0.0|0
0|2020-05-18|1520.0|0|11.0|0|0.0|0
0|2020-05-19|1537.0|0|12.0|0|0.0|0
0|2020-05-20|1569.0|0|13.0|0|0.0|0
0|2020-05-21|1592.0|0|13.0|0|0.0|0
0|2020-05-22|1651.0|0|13.0|0|0.0|0
0|2020-05-23|1651.0|0|13.0|0|0.0|0
