|dates|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pottawatomie_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|20.0|0|0.0|0|0.0|0
0|2020-05-20|21.0|0|0.0|0|0.0|0
0|2020-05-21|21.0|0|0.0|0|0.0|0
0|2020-05-22|22.0|0|0.0|0|0.0|0
0|2020-05-23|22.0|0|0.0|0|0.0|0
