|dates|Loudoun_Virginia_UnitedStates.JHU_ConfirmedCases.data|Loudoun_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Loudoun_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Loudoun_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Loudoun_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Loudoun_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1446.0|0|48.0|0|0.0|0
0|2020-05-18|1486.0|0|48.0|0|0.0|0
0|2020-05-19|1527.0|0|48.0|0|0.0|0
0|2020-05-20|1579.0|0|49.0|0|0.0|0
0|2020-05-21|1700.0|0|49.0|0|0.0|0
0|2020-05-22|1807.0|0|51.0|0|0.0|0
0|2020-05-23|1807.0|0|51.0|0|0.0|0
