|dates|Park_Montana_UnitedStates.JHU_ConfirmedCases.data|Park_Montana_UnitedStates.JHU_ConfirmedCases.missing|Park_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Park_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Park_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Park_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
