|dates|Kings_California_UnitedStates.JHU_ConfirmedCases.data|Kings_California_UnitedStates.JHU_ConfirmedCases.missing|Kings_California_UnitedStates.JHU_ConfirmedDeaths.data|Kings_California_UnitedStates.JHU_ConfirmedDeaths.missing|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.data|Kings_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|698.0|0|3.0|0|0.0|0
0|2020-05-28|698.0|0|3.0|0|0.0|0
0|2020-05-29|698.0|0|3.0|0|0.0|0
0|2020-05-30|698.0|0|3.0|0|0.0|0
