|dates|Heard_Georgia_UnitedStates.JHU_ConfirmedCases.data|Heard_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Heard_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Heard_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Heard_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Heard_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|30.0|0|2.0|0|0.0|0
0|2020-05-28|30.0|0|2.0|0|0.0|0
0|2020-05-29|30.0|0|2.0|0|0.0|0
0|2020-05-30|30.0|0|2.0|0|0.0|0
