|dates|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Walworth_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|251.0|0|11.0|0|0.0|0
0|2020-05-15|269.0|0|11.0|0|0.0|0
0|2020-05-16|269.0|0|11.0|0|0.0|0
