|dates|Howard_Maryland_UnitedStates.JHU_ConfirmedCases.data|Howard_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Howard_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Howard_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Howard_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Howard_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1285.0|0|40.0|0|0.0|0
0|2020-05-15|1313.0|0|40.0|0|0.0|0
0|2020-05-16|1313.0|0|40.0|0|0.0|0
