|dates|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.data|Boone_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|258.0|0|32.0|0|0.0|0
0|2020-05-18|260.0|0|33.0|0|0.0|0
0|2020-05-19|261.0|0|34.0|0|0.0|0
0|2020-05-20|263.0|0|34.0|0|0.0|0
0|2020-05-21|276.0|0|35.0|0|0.0|0
0|2020-05-22|278.0|0|35.0|0|0.0|0
0|2020-05-23|278.0|0|35.0|0|0.0|0
