|dates|Kent_Michigan_UnitedStates.JHU_ConfirmedCases.data|Kent_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Kent_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Kent_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Kent_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Kent_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|3454.0|0|76.0|0|0.0|0
0|2020-05-28|3454.0|0|76.0|0|0.0|0
0|2020-05-29|3454.0|0|76.0|0|0.0|0
0|2020-05-30|3454.0|0|76.0|0|0.0|0
