|dates|Clay_Florida_UnitedStates.JHU_ConfirmedCases.data|Clay_Florida_UnitedStates.JHU_ConfirmedCases.missing|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|366.0|0|28.0|0|0.0|0
0|2020-05-28|366.0|0|28.0|0|0.0|0
0|2020-05-29|366.0|0|28.0|0|0.0|0
0|2020-05-30|366.0|0|28.0|0|0.0|0
