|dates|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Hunterdon_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|808.0|0|52.0|0|0.0|0
0|2020-05-18|846.0|0|52.0|0|0.0|0
0|2020-05-19|885.0|0|53.0|0|0.0|0
0|2020-05-20|920.0|0|55.0|0|0.0|0
0|2020-05-21|925.0|0|55.0|0|0.0|0
0|2020-05-22|938.0|0|55.0|0|0.0|0
0|2020-05-23|938.0|0|55.0|0|0.0|0
