|dates|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Greenville_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1095.0|0|46.0|0|0.0|0
0|2020-05-18|1116.0|0|46.0|0|0.0|0
0|2020-05-19|1145.0|0|50.0|0|0.0|0
0|2020-05-20|1155.0|0|50.0|0|0.0|0
0|2020-05-21|1180.0|0|50.0|0|0.0|0
0|2020-05-22|1200.0|0|50.0|0|0.0|0
0|2020-05-23|1200.0|0|50.0|0|0.0|0
