|dates|Winn_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Winn_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Winn_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Winn_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Winn_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Winn_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|84.0|0|2.0|0|0.0|0
0|2020-05-18|89.0|0|2.0|0|0.0|0
0|2020-05-19|90.0|0|2.0|0|0.0|0
0|2020-05-20|90.0|0|2.0|0|0.0|0
0|2020-05-21|100.0|0|2.0|0|0.0|0
0|2020-05-22|112.0|0|2.0|0|0.0|0
0|2020-05-23|112.0|0|2.0|0|0.0|0
