|dates|Barrow_Georgia_UnitedStates.JHU_ConfirmedCases.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Barrow_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Barrow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Barrow_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|316.0|0|13.0|0|0.0|0
0|2020-05-28|316.0|0|13.0|0|0.0|0
0|2020-05-29|316.0|0|13.0|0|0.0|0
0|2020-05-30|316.0|0|13.0|0|0.0|0
