|dates|Lee_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Lee_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Lee_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|15.0|0|1.0|0|0.0|0
0|2020-05-25|17.0|0|1.0|0|0.0|0
0|2020-05-26|17.0|0|1.0|0|0.0|0
