|dates|Perry_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Perry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Perry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Perry_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|19.0|0|0.0|0|0.0|0
0|2020-05-18|20.0|0|0.0|0|0.0|0
0|2020-05-19|20.0|0|0.0|0|0.0|0
0|2020-05-20|19.0|0|0.0|0|0.0|0
0|2020-05-21|19.0|0|0.0|0|0.0|0
0|2020-05-22|19.0|0|0.0|0|0.0|0
0|2020-05-23|19.0|0|0.0|0|0.0|0
