|dates|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hidalgo_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|482.0|0|10.0|0|0.0|0
0|2020-05-25|497.0|0|10.0|0|0.0|0
0|2020-05-26|497.0|0|10.0|0|0.0|0
