|dates|Dallas_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Dallas_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Dallas_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Dallas_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Dallas_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Dallas_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
