|dates|Henry_Georgia_UnitedStates.JHU_ConfirmedCases.data|Henry_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Henry_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|672.0|0|22.0|0|0.0|0
0|2020-05-28|672.0|0|22.0|0|0.0|0
0|2020-05-29|672.0|0|22.0|0|0.0|0
0|2020-05-30|672.0|0|22.0|0|0.0|0
