|dates|Barnes_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Barnes_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Barnes_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Barnes_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Barnes_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Barnes_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
