|dates|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|47.0|0|7.0|0|0.0|0
0|2020-05-15|48.0|0|7.0|0|0.0|0
0|2020-05-16|48.0|0|7.0|0|0.0|0
