|dates|Montrose_Colorado_UnitedStates.JHU_ConfirmedCases.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Montrose_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Montrose_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Montrose_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|163.0|0|12.0|0|0.0|0
0|2020-05-28|163.0|0|12.0|0|0.0|0
0|2020-05-29|163.0|0|12.0|0|0.0|0
0|2020-05-30|163.0|0|12.0|0|0.0|0
