|dates|Williams_Ohio_UnitedStates.JHU_ConfirmedCases.data|Williams_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Williams_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Williams_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Williams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Williams_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|47.0|0|1.0|0|0.0|0
0|2020-05-18|47.0|0|1.0|0|0.0|0
0|2020-05-19|47.0|0|1.0|0|0.0|0
0|2020-05-20|48.0|0|1.0|0|0.0|0
0|2020-05-21|47.0|0|1.0|0|0.0|0
0|2020-05-22|48.0|0|1.0|0|0.0|0
0|2020-05-23|48.0|0|1.0|0|0.0|0
