|dates|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Cambria_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|57.0|0|2.0|0|0.0|0
0|2020-05-25|57.0|0|2.0|0|0.0|0
0|2020-05-26|57.0|0|2.0|0|0.0|0
