|dates|Morgan_Colorado_UnitedStates.JHU_ConfirmedCases.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Morgan_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Morgan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Morgan_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|616.0|0|42.0|0|0.0|0
0|2020-05-28|616.0|0|42.0|0|0.0|0
0|2020-05-29|616.0|0|42.0|0|0.0|0
0|2020-05-30|616.0|0|42.0|0|0.0|0
