|dates|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedCases.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedDeaths.missing|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.data|DistrictofColumbia_DistrictofColumbia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7123.0|0|383.0|0|0.0|0
0|2020-05-18|7270.0|0|392.0|0|0.0|0
0|2020-05-19|7434.0|0|400.0|0|0.0|0
0|2020-05-20|7551.0|0|407.0|0|0.0|0
0|2020-05-21|7788.0|0|412.0|0|0.0|0
0|2020-05-22|7893.0|0|418.0|0|0.0|0
0|2020-05-23|7893.0|0|418.0|0|0.0|0
