|dates|Limestone_Texas_UnitedStates.JHU_ConfirmedCases.data|Limestone_Texas_UnitedStates.JHU_ConfirmedCases.missing|Limestone_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Limestone_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Limestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Limestone_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|1.0|0|0.0|0
0|2020-05-18|15.0|0|1.0|0|0.0|0
0|2020-05-19|17.0|0|1.0|0|0.0|0
0|2020-05-20|17.0|0|1.0|0|0.0|0
0|2020-05-21|18.0|0|1.0|0|0.0|0
0|2020-05-22|18.0|0|1.0|0|0.0|0
0|2020-05-23|18.0|0|1.0|0|0.0|0
