|dates|Haralson_Georgia_UnitedStates.JHU_ConfirmedCases.data|Haralson_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Haralson_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Haralson_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Haralson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Haralson_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|2.0|0|0.0|0
0|2020-05-18|34.0|0|2.0|0|0.0|0
0|2020-05-19|35.0|0|2.0|0|0.0|0
0|2020-05-20|35.0|0|2.0|0|0.0|0
0|2020-05-21|36.0|0|2.0|0|0.0|0
0|2020-05-22|36.0|0|2.0|0|0.0|0
0|2020-05-23|36.0|0|2.0|0|0.0|0
