|dates|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Benton_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|149.0|0|0.0|0|0.0|0
0|2020-05-18|150.0|0|0.0|0|0.0|0
0|2020-05-19|155.0|0|0.0|0|0.0|0
0|2020-05-20|163.0|0|0.0|0|0.0|0
0|2020-05-21|190.0|0|0.0|0|0.0|0
0|2020-05-22|212.0|0|0.0|0|0.0|0
0|2020-05-23|212.0|0|0.0|0|0.0|0
