|dates|Maricopa_Arizona_UnitedStates.JHU_ConfirmedCases.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Maricopa_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Maricopa_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8627.0|0|397.0|0|0.0|0
0|2020-05-28|8627.0|0|397.0|0|0.0|0
0|2020-05-29|8627.0|0|397.0|0|0.0|0
0|2020-05-30|8627.0|0|397.0|0|0.0|0
