|dates|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|593.0|0|15.0|0|0.0|0
0|2020-05-25|605.0|0|15.0|0|0.0|0
0|2020-05-26|605.0|0|15.0|0|0.0|0
