|dates|Henry_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Henry_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Henry_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|16.0|0|0.0|0|0.0|0
0|2020-05-15|17.0|0|0.0|0|0.0|0
0|2020-05-16|17.0|0|0.0|0|0.0|0
