|dates|Harrison_Missouri_UnitedStates.JHU_ConfirmedCases.data|Harrison_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|8.0|0|0.0|0|0.0|0
0|2020-05-25|8.0|0|0.0|0|0.0|0
0|2020-05-26|8.0|0|0.0|0|0.0|0
