|dates|Greensville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Greensville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Greensville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Greensville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Greensville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Greensville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|58.0|0|7.0|0|0.0|0
0|2020-05-28|58.0|0|7.0|0|0.0|0
0|2020-05-29|58.0|0|7.0|0|0.0|0
0|2020-05-30|58.0|0|7.0|0|0.0|0
