|dates|Warren_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Warren_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Warren_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Warren_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1078.0|0|120.0|0|0.0|0
0|2020-05-18|1086.0|0|121.0|0|0.0|0
0|2020-05-19|1091.0|0|121.0|0|0.0|0
0|2020-05-20|1100.0|0|122.0|0|0.0|0
0|2020-05-21|1111.0|0|123.0|0|0.0|0
0|2020-05-22|1118.0|0|123.0|0|0.0|0
0|2020-05-23|1118.0|0|123.0|0|0.0|0
