|dates|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Huntingdon_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|228.0|0|2.0|0|0.0|0
0|2020-05-28|228.0|0|2.0|0|0.0|0
0|2020-05-29|228.0|0|2.0|0|0.0|0
0|2020-05-30|228.0|0|2.0|0|0.0|0
