|dates|Texas_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Texas_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Texas_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Texas_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Texas_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Texas_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|541.0|0|4.0|0|0.0|0
0|2020-05-15|606.0|0|4.0|0|0.0|0
0|2020-05-16|606.0|0|4.0|0|0.0|0
