|dates|McPherson_Nebraska_UnitedStates.JHU_ConfirmedCases.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|McPherson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|McPherson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|McPherson_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
