|dates|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedCases.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|SanJuan_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|154.0|0|3.0|0|0.0|0
0|2020-05-15|159.0|0|4.0|0|0.0|0
0|2020-05-16|159.0|0|4.0|0|0.0|0
