|dates|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|26.0|0|3.0|0|0.0|0
0|2020-05-25|26.0|0|3.0|0|0.0|0
0|2020-05-26|26.0|0|3.0|0|0.0|0
