|dates|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.data|Yakima_Washington_UnitedStates.JHU_ConfirmedCases.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Yakima_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Yakima_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2002.0|0|71.0|0|0.0|0
0|2020-05-15|2052.0|0|72.0|0|0.0|0
0|2020-05-16|2052.0|0|72.0|0|0.0|0
