|dates|Conway_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Conway_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Conway_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Conway_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Conway_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Conway_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|14.0|0|1.0|0|0.0|0
0|2020-05-15|14.0|0|1.0|0|0.0|0
0|2020-05-16|14.0|0|1.0|0|0.0|0
