|dates|Jasper_Texas_UnitedStates.JHU_ConfirmedCases.data|Jasper_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|28.0|0|1.0|0|0.0|0
0|2020-05-28|28.0|0|1.0|0|0.0|0
0|2020-05-29|28.0|0|1.0|0|0.0|0
0|2020-05-30|28.0|0|1.0|0|0.0|0
