|dates|Worcester_Maryland_UnitedStates.JHU_ConfirmedCases.data|Worcester_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Worcester_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Worcester_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Worcester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Worcester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|137.0|0|6.0|0|0.0|0
0|2020-05-18|164.0|0|6.0|0|0.0|0
0|2020-05-19|164.0|0|6.0|0|0.0|0
0|2020-05-20|169.0|0|8.0|0|0.0|0
0|2020-05-21|181.0|0|8.0|0|0.0|0
0|2020-05-22|180.0|0|8.0|0|0.0|0
0|2020-05-23|180.0|0|8.0|0|0.0|0
