|dates|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedCases.data|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedCases.missing|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|SanMiguel_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|0.0|0|0.0|0
0|2020-05-28|23.0|0|0.0|0|0.0|0
0|2020-05-29|23.0|0|0.0|0|0.0|0
0|2020-05-30|23.0|0|0.0|0|0.0|0
