|dates|Clackamas_Oregon_UnitedStates.JHU_ConfirmedCases.data|Clackamas_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Clackamas_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Clackamas_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Clackamas_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Clackamas_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|300.0|0|10.0|0|0.0|0
0|2020-05-28|300.0|0|10.0|0|0.0|0
0|2020-05-29|300.0|0|10.0|0|0.0|0
0|2020-05-30|300.0|0|10.0|0|0.0|0
