|dates|Ada_Idaho_UnitedStates.JHU_ConfirmedCases.data|Ada_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Ada_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Ada_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Ada_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Ada_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|798.0|0|22.0|0|0.0|0
0|2020-05-28|798.0|0|22.0|0|0.0|0
0|2020-05-29|798.0|0|22.0|0|0.0|0
0|2020-05-30|798.0|0|22.0|0|0.0|0
