|dates|Jefferson_Ohio_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|58.0|0|2.0|0|0.0|0
0|2020-05-15|59.0|0|2.0|0|0.0|0
0|2020-05-16|59.0|0|2.0|0|0.0|0
