|dates|Jackson_Alabama_UnitedStates.JHU_ConfirmedCases.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|63.0|0|2.0|0|0.0|0
0|2020-05-18|64.0|0|2.0|0|0.0|0
0|2020-05-19|63.0|0|2.0|0|0.0|0
0|2020-05-20|66.0|0|2.0|0|0.0|0
0|2020-05-21|68.0|0|2.0|0|0.0|0
0|2020-05-22|69.0|0|2.0|0|0.0|0
0|2020-05-23|69.0|0|2.0|0|0.0|0
